File,Entity,Label
The-Sustainable-Development-Goals-Report-2020.txt,Northern Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Western Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,8.7,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Asian,NORP
The-Sustainable-Development-Goals-Report-2020.txt,sub-Saharan Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,42.3,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Southern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,between 2014 and 2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,23.9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,18,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,each year,DATE
The-Sustainable-Development-Goals-Report-2020.txt,South-Eastern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,41.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,13.4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,109.9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"83.1
",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2.3 billion,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,nearly one third,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,The Sustainable Development Goals Report 2020,WORK_OF_ART
The-Sustainable-Development-Goals-Report-2020.txt,17.3 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,17.0 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2015,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,16.3 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2.5 2.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,8.6 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,3.3 3.3,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,10.5 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,15.1 8.1,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,80 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,19.7 19.7,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Sub-Saharan Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,17.3,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,85 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,Latin America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Caribbean,LOC
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"0.0
5.0 megajoules",QUANTITY
The-Sustainable-Development-Goals-Report-2020.txt,1.7 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,annual,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,annual,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2.2 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,annually,DATE
The-Sustainable-Development-Goals-Report-2020.txt,between 2010 and 2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"-2.0 -2.1
1.3 per cent",PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,"between 1990 and
2010",DATE
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,1.3 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,"-2.6 -2.6
2.0 per cent",PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,approximately 2.1 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,between 2010 and 2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,1990–2010 2011–2014 2015,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2.6 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,at least 3 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,$21.4 billion,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2010–2017 (billions of dollars,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,13 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,25,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,46 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,19 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,20,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,7 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,6 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,only 12 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,15,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,10,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2010 2011 2012,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2013,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2014 2015 2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,7,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2009,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Ten years later,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,daily,DATE
The-Sustainable-Development-Goals-Report-2020.txt,War II,EVENT
The-Sustainable-Development-Goals-Report-2020.txt,7 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2.0 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"between 2010 and
2018",DATE
The-Sustainable-Development-Goals-Report-2020.txt,6,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Eastern,LOC
The-Sustainable-Development-Goals-Report-2020.txt,South-Eastern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Central and Southern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,4 4.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,1.5 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2 3.1,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,the Great Depression,EVENT
The-Sustainable-Development-Goals-Report-2020.txt,1.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,4.2 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2021,DATE
The-Sustainable-Development-Goals-Report-2020.txt,3.1 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,4.5 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"-4
4.8 per cent",PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,0.8 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2021,DATE
The-Sustainable-Development-Goals-Report-2020.txt,4.6 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2021,DATE
The-Sustainable-Development-Goals-Report-2020.txt,at least 7 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2000,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2000,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Latin America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Caribbean,LOC
The-Sustainable-Development-Goals-Report-2020.txt,2009,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Northern Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Western Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,0.2,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,1.6 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Sub-Saharan Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,1.4 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Latin Europe,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Northern America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,1.3 1.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Caribbean,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Northern Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Western Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Oceania,LOC
The-Sustainable-Development-Goals-Report-2020.txt,sub-Saharan Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Central and Southern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,3.8,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2.4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Eastern,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,South-Eastern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,3.7,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,1.6,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,working hours,TIME
The-Sustainable-Development-Goals-Report-2020.txt,1.4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Australia,GPE
The-Sustainable-Development-Goals-Report-2020.txt,New Zealand,GPE
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,an alarming 61 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,100,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"99 98
",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,80 88,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,94 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,76 77 79,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,51 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,60,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,58,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,sub-Saharan,LOC
The-Sustainable-Development-Goals-Report-2020.txt,47 53 49 51,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,89 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,Southern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,86 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,20,DATE
The-Sustainable-Development-Goals-Report-2020.txt,19,DATE
The-Sustainable-Development-Goals-Report-2020.txt,some 1.6 billion,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,half,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,60 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Southern,LOC
The-Sustainable-Development-Goals-Report-2020.txt,"the Northern
the first month",DATE
The-Sustainable-Development-Goals-Report-2020.txt,up to 81 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Western Eastern Caribbean America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,5 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,that year,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Northern Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,10.7,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Western Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,11 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,Northern Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Western Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,25.7,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,9 percentage,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,8.1,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Latin America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Caribbean,LOC
The-Sustainable-Development-Goals-Report-2020.txt,17.9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,6.1,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,5.9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Sub-Saharan Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,8.7,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,5.0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,40,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,59,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,5.4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Europe,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Northern America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,12.1,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,4.6,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,5.4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,18.4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,3.0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,5.1,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Australia,GPE
The-Sustainable-Development-Goals-Report-2020.txt,New Zealand,GPE
The-Sustainable-Development-Goals-Report-2020.txt,11.9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"the International 3.8
3.8
Labour Organization",ORG
The-Sustainable-Development-Goals-Report-2020.txt,working hours,TIME
The-Sustainable-Development-Goals-Report-2020.txt,14 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,Eastern,LOC
The-Sustainable-Development-Goals-Report-2020.txt,South-Eastern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,10.1,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,3.0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,the second quarter of 2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,approximately 3.3,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Oceania,LOC
The-Sustainable-Development-Goals-Report-2020.txt,"6.6
",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,400 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,48-hour,TIME
The-Sustainable-Development-Goals-Report-2020.txt,work week,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2.4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,5.4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,13.6,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,4.0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,30,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Australia,GPE
The-Sustainable-Development-Goals-Report-2020.txt,New Zealand,GPE
The-Sustainable-Development-Goals-Report-2020.txt,Tourism,ORG
The-Sustainable-Development-Goals-Report-2020.txt,"the age of COVID-19,",DATE
The-Sustainable-Development-Goals-Report-2020.txt,43,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,70,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,More than 10,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"100,000",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,71,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,three quarters,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,60 to 80 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,about 55 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,68 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,41,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,8,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,SDG 9,LAW
The-Sustainable-Development-Goals-Report-2020.txt,Air,ORG
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Air,ORG
The-Sustainable-Development-Goals-Report-2020.txt,January 2019 to May 2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,millions,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,$2.7 trillion,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,3.6 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,"April
500",DATE
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,about 90 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,"the first five months of
300",DATE
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,51.1 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,5 June 2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"200
the International Civil Aviation Organization",ORG
The-Sustainable-Development-Goals-Report-2020.txt,100,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2.29 billion,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,3.06 billion,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,between $302 billion and $400 billion,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,0,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Jan Feb,DATE
The-Sustainable-Development-Goals-Report-2020.txt,May,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Jun,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Jul,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Aug,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Sep,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Oct,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Nov Dec Jan Feb Mar Apr,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,the same quarter,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,previous year,DATE
The-Sustainable-Development-Goals-Report-2020.txt,fourth quarter of 2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,the first quarter of 2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,10,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,10.0 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,12.4 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,only $132,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Europe,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Northern America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,"4,856",MONEY
The-Sustainable-Development-Goals-Report-2020.txt,6.0 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,the first quarter of 2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,China,GPE
The-Sustainable-Development-Goals-Report-2020.txt,the first quarter of the year,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Q4 2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Q1 2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Q2 2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Q3 2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Q4 2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Q1 2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,14.1 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,China,GPE
The-Sustainable-Development-Goals-Report-2020.txt,China,GPE
The-Sustainable-Development-Goals-Report-2020.txt,post-COVID-19.,DATE
The-Sustainable-Development-Goals-Report-2020.txt,34.7 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,only 22.9 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,sub-Saharan Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Between 0 and 15,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Between 15 and 30 Between 30 and 45,DATE
The-Sustainable-Development-Goals-Report-2020.txt,almost half,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Latin America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Caribbean,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Between 45 and 60 60 and above,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,recent years,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,$2.2 trillion,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,$1.4 trillion,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,$741 billion,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2000,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Europe,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Northern America Sub-Saharan Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,0.36,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0.38,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,47.6 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Central,LOC
The-Sustainable-Development-Goals-Report-2020.txt,0.67,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0.54,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Eastern,LOC
The-Sustainable-Development-Goals-Report-2020.txt,South-Eastern,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Latin America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Caribbean,LOC
The-Sustainable-Development-Goals-Report-2020.txt,0.66,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0.67,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,22.6 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2000,DATE
The-Sustainable-Development-Goals-Report-2020.txt,40.4 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,Northern Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Western Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,0.66,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0.81,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Australia,GPE
The-Sustainable-Development-Goals-Report-2020.txt,New Zealand,GPE
The-Sustainable-Development-Goals-Report-2020.txt,2.23,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,1.85,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,1.62 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2010,DATE
The-Sustainable-Development-Goals-Report-2020.txt,1.72 per cent,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Eastern,LOC
The-Sustainable-Development-Goals-Report-2020.txt,South-Eastern Asia,LOC
