File,Entity,Label
The-Sustainable-Development-Goals-Report-2020.txt,73 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,80,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,78.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,68.4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,60,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,34 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,20 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,54.8,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,79 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,20 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,40,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,34.3,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"20
Months",DATE
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,the Poorest 20 per cent Richest,LAW
The-Sustainable-Development-Goals-Report-2020.txt,20 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,The Sustainable Development Goals Report,ORG
The-Sustainable-Development-Goals-Report-2020.txt,2020 32,DATE
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,ORG
The-Sustainable-Development-Goals-Report-2020.txt,2014–2018,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,100,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,80,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,87 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,Europe,LOC
The-Sustainable-Development-Goals-Report-2020.txt,60,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,18 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,50.2,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,78 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,40,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,European,NORP
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"30.0
11",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,20,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,about half,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,86,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,4.9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,less than half,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Copying an Downloading Writing,WORK_OF_ART
The-Sustainable-Development-Goals-Report-2020.txt,Median 25th,ORG
The-Sustainable-Development-Goals-Report-2020.txt,75th,ORDINAL
The-Sustainable-Development-Goals-Report-2020.txt,millions,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,379 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,85 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,86 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,64 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,50 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,71 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,76 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,2016–2018,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,World Sub-Saharan Africa,FAC
The-Sustainable-Development-Goals-Report-2020.txt,38 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,43 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,57,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,55,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,43,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,41,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,24,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,85 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,74 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,6174768589,DATE
The-Sustainable-Development-Goals-Report-2020.txt,61 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,only 57 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,55 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,41 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,24 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,One,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,33,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,recent years,DATE
The-Sustainable-Development-Goals-Report-2020.txt,FGM,ORG
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,ORG
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,less than,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,between 2005 and 2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,106,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,66,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,the period 2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,18 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,15 to 49 2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"6.8 percentage
",PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,the 12 months,DATE
The-Sustainable-Development-Goals-Report-2020.txt,the age of 18,DATE
The-Sustainable-Development-Goals-Report-2020.txt,20 to 24 years of age,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"age 15 and before age 18, around 2009",DATE
The-Sustainable-Development-Goals-Report-2020.txt,One,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,five,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,20.2 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,"between the ages of 50
20 and",DATE
The-Sustainable-Development-Goals-Report-2020.txt,24,DATE
The-Sustainable-Development-Goals-Report-2020.txt,the age of 18 around 2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,about one,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,four,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,23.8 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,10 years earlier,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Southern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,40 38.9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,34.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Today,DATE
The-Sustainable-Development-Goals-Report-2020.txt,30,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,more than one,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,25.2,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,three,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,34.5 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,between the ages of 20,DATE
The-Sustainable-Development-Goals-Report-2020.txt,24,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,24.0 20,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,the age of 18,DATE
The-Sustainable-Development-Goals-Report-2020.txt,10,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,At least 200 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,13.7 10.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,FGM,ORG
The-Sustainable-Development-Goals-Report-2020.txt,31,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,half,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"Western
Africa",LOC
The-Sustainable-Development-Goals-Report-2020.txt,FGM,ORG
The-Sustainable-Development-Goals-Report-2020.txt,at least 9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,10,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,15 to 49 years,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Married/in union,ORG
The-Sustainable-Development-Goals-Report-2020.txt,age 15,DATE
The-Sustainable-Development-Goals-Report-2020.txt,age 15,DATE
The-Sustainable-Development-Goals-Report-2020.txt,age 18,DATE
The-Sustainable-Development-Goals-Report-2020.txt,10,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,91,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,77 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,20 to 24 years,DATE
The-Sustainable-Development-Goals-Report-2020.txt,the period 2013–2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2009,DATE
The-Sustainable-Development-Goals-Report-2020.txt,FGM,ORG
The-Sustainable-Development-Goals-Report-2020.txt,The Sustainable Development Goals Report,ORG
The-Sustainable-Development-Goals-Report-2020.txt,2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,9002,DATE
The-Sustainable-Development-Goals-Report-2020.txt,47.1,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,29.929.2,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,21.6,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,17.2,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,7.6,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,9002,DATE
The-Sustainable-Development-Goals-Report-2020.txt,28.1,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,26.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,18.0 18.9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,10.1 7.6,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,9002,DATE
The-Sustainable-Development-Goals-Report-2020.txt,23.9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,20.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,18.1 16.0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,5.8 4.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,9002,DATE
The-Sustainable-Development-Goals-Report-2020.txt,9102,DATE
The-Sustainable-Development-Goals-Report-2020.txt,18.5 17.3,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,14.4 13.8,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"4.1 3.5
9002",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,18.4 16.4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,14.9 14.2,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,3.5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,9002,DATE
The-Sustainable-Development-Goals-Report-2020.txt,9102,DATE
The-Sustainable-Development-Goals-Report-2020.txt,7.9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,7.7,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,8.1,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"0.2 0.2
",DATE
The-Sustainable-Development-Goals-Report-2020.txt,9002,DATE
The-Sustainable-Development-Goals-Report-2020.txt,23.8,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,16.4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,15.3,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,7.4 4.9,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,9002,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Southern Oceania,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Saharan Asia Asia Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Eastern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Africa Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Australia,GPE
The-Sustainable-Development-Goals-Report-2020.txt,New Zealand,GPE
The-Sustainable-Development-Goals-Report-2020.txt,an average day,DATE
The-Sustainable-Development-Goals-Report-2020.txt,about three,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,as many hours Proportion,TIME
The-Sustainable-Development-Goals-Report-2020.txt,2001–2018,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,89,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,between 2001 and 2018,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Time,ORG
The-Sustainable-Development-Goals-Report-2020.txt,18.1,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,89,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,7.0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,roughly 75 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,14.7,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"Women
Unpaid",ORG
The-Sustainable-Development-Goals-Report-2020.txt,82,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,5.8,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,3.0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Unpaid,GPE
The-Sustainable-Development-Goals-Report-2020.txt,8o 2rk,DATE
The-Sustainable-Development-Goals-Report-2020.txt,1.0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,17,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,20 30,DATE
The-Sustainable-Development-Goals-Report-2020.txt,0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,24,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,4,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,48,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,7,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,12,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Median,NORP
The-Sustainable-Development-Goals-Report-2020.txt,89,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,1 January 2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,39 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,half,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,only 28,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,24.9 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,22.3 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2015,DATE
The-Sustainable-Development-Goals-Report-2020.txt,25 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2000,DATE
The-Sustainable-Development-Goals-Report-2020.txt,more than 30,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Australia,GPE
The-Sustainable-Development-Goals-Report-2020.txt,New Zealand,GPE
The-Sustainable-Development-Goals-Report-2020.txt,Latin America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Caribbean,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Europe,LOC
The-Sustainable-Development-Goals-Report-2020.txt,6.2 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,Oceania,GPE
The-Sustainable-Development-Goals-Report-2020.txt,Australia,GPE
The-Sustainable-Development-Goals-Report-2020.txt,New,GPE
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,41 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,133,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,South-Eastern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,40 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,Northern America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,8 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,Northern Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,36.3 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,ORG
The-Sustainable-Development-Goals-Report-2020.txt,Only 13 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,15 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,40 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,more than half,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,55 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,15 to 49 years,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2007–2018,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2007–2018,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,57,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,59,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Southern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,92,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,15 to 49,DATE
The-Sustainable-Development-Goals-Report-2020.txt,70,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,43,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,71,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Sub-Saharan Africa,ORG
The-Sustainable-Development-Goals-Report-2020.txt,36,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,90,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,91 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,only three,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,four,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,70,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,48,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,95,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Northern Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Western Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,2,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,"70
62",CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2019,DATE
The-Sustainable-Development-Goals-Report-2020.txt,87,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Latin America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Caribbean,LOC
The-Sustainable-Development-Goals-Report-2020.txt,7,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,91,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,73 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,91,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,92,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Eastern,ORG
The-Sustainable-Development-Goals-Report-2020.txt,South-Eastern Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,94,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,75,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,86,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,76,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,97,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Europe,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Northern America,LOC
The-Sustainable-Development-Goals-Report-2020.txt,2,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,94,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,87 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,86,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,81,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,91 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,75,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,96 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,57,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,75 9911,DATE
The-Sustainable-Development-Goals-Report-2020.txt,55,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,79 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,60,DATE
The-Sustainable-Development-Goals-Report-2020.txt,"80 100
",QUANTITY
The-Sustainable-Development-Goals-Report-2020.txt,Decisions,ORG
The-Sustainable-Development-Goals-Report-2020.txt,35,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,5,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Gender,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,billions,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,ORG
The-Sustainable-Development-Goals-Report-2020.txt,6,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,Guides,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2000,DATE
The-Sustainable-Development-Goals-Report-2020.txt,71 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,DespitSew,ORG
The-Sustainable-Development-Goals-Report-2020.txt,fu.2ll,NORP
The-Sustainable-Development-Goals-Report-2020.txt,5n0 %,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,2le5 %,PERCENT
The-Sustainable-Development-Goals-Report-2020.txt,Sub-Saharan,ORG
The-Sustainable-Development-Goals-Report-2020.txt,Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,25,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Central and,NORP
The-Sustainable-Development-Goals-Report-2020.txt,Southern Asia 58,LOC
The-Sustainable-Development-Goals-Report-2020.txt,785 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Northern Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Western Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,0,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0epr2,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,npgo bpetuwlaeetnio cnou,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,unstriyn cga tseagoferielys,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,28,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,LmDC 2,ORG
The-Sustainable-Development-Goals-Report-2020.txt,8LD,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,34,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0p6,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,51,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,4.2 billion,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,60,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,incluIf,NORP
The-Sustainable-Development-Goals-Report-2020.txt,2e,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,20 40,DATE
The-Sustainable-Development-Goals-Report-2020.txt,60 80,DATE
The-Sustainable-Development-Goals-Report-2020.txt,673,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,mNuilmliobenr,NORP
The-Sustainable-Development-Goals-Report-2020.txt,boapr.e Sntr,ORG
The-Sustainable-Development-Goals-Report-2020.txt,Tick,PERSON
The-Sustainable-Development-Goals-Report-2020.txt,Handwashing iLse,ORG
The-Sustainable-Development-Goals-Report-2020.txt,1spi0e,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0dp m3,ORG
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2000–2017,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2017–2030,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,0p6,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Legend 0p6,PRODUCT
The-Sustainable-Development-Goals-Report-2020.txt,0p6,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,28 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2017,DATE
The-Sustainable-Development-Goals-Report-2020.txt,100,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,an estimated 3 billion,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,90,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,80 81,DATE
The-Sustainable-Development-Goals-Report-2020.txt,Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,75 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,767 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,74,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Central and Southern 71,LOC
The-Sustainable-Development-Goals-Report-2020.txt,Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,42 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,807 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Northern Africa,LOC
The-Sustainable-Development-Goals-Report-2020.txt,60,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,Western Asia,LOC
The-Sustainable-Development-Goals-Report-2020.txt,23 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,116 million,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,56,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,45,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,40,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,2016,DATE
The-Sustainable-Development-Goals-Report-2020.txt,one,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,four,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,one,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,28,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,five,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,two,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,five,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,20,CARDINAL
The-Sustainable-Development-Goals-Report-2020.txt,47 per cent,MONEY
The-Sustainable-Development-Goals-Report-2020.txt,2010 20152017 2020,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2025,DATE
The-Sustainable-Development-Goals-Report-2020.txt,2030,DATE
The-Sustainable-Development-Goals-Report-2020.txt,COVID-19,ORG
The-Sustainable-Development-Goals-Report-2020.txt,More than 60,CARDINAL
